name,category_list,market,funding_total_usd,status,country_code,city,funding_rounds,founded_at,first_funding_at,last_funding_at,venture,debt_financing,private_equity,stage_level,early_stage_funding,log_funding_total_usd,log_funding_rounds,log_early_stage_funding,log_venture,log_debt_financing,log_private_equity,Cluster
3-V Biosciences,|Biotechnology|, Biotechnology ,78089000.0,operating,USA,Menlo Park,4.0,2007-03-01,2009-07-10,2013-06-21,78089000.0,0.0,0.0,3,0.0,18.173359772625794,1.6094379124341003,0.0,18.173359772625794,0.0,0.0,3
30 Second Showcase,|Apps|Mobile|Design|Photography|Finance|Creative|Software|, Photography ,25000.0,operating,USA,Clifton,1.0,2013-04-01,2013-05-20,2013-05-20,0.0,0.0,0.0,0,25000.0,10.12667110305036,0.6931471805599453,10.12667110305036,0.0,0.0,0.0,0
31Dover,|Wine And Spirits|E-Commerce|, Wine And Spirits ,2274716.0,operating,GBR,London,1.0,2012-07-01,2014-03-01,2014-03-01,2274716.0,0.0,0.0,2,0.0,14.637366207025018,0.6931471805599453,0.0,14.637366207025018,0.0,0.0,3
33Across,|Social Network Media|Advertising|, Advertising ,25654560.0,operating,USA,New York,5.0,2007-09-01,2009-02-06,2012-07-19,24904560.0,0.0,0.0,3,750000.0,17.060231930537658,1.791759469228055,13.527829818844937,17.03056151735163,0.0,0.0,3
"360fly, Inc.",|Consumer Electronics|, Consumer Electronics ,17800000.0,operating,USA,Pittsburgh,1.0,1998-01-01,2014-08-11,2014-08-11,17800000.0,0.0,0.0,2,0.0,16.694709071442087,0.6931471805599453,0.0,16.694709071442087,0.0,0.0,3
360Guanxi,|Pharmaceuticals|Life Sciences|Biotechnology|Media|News|, Life Sciences ,5000000.0,operating,CHN,Shanghai,1.0,2000-01-01,2009-06-01,2009-06-01,5000000.0,0.0,0.0,0,0.0,15.424948670398354,0.6931471805599453,0.0,15.424948670398354,0.0,0.0,0
360imaging,|Dental|Biotechnology|, Biotechnology ,1000000.0,operating,USA,Atlanta,2.0,2005-01-01,2011-11-01,2013-01-01,1000000.0,0.0,0.0,1,0.0,13.815511557963774,1.0986122886681098,0.0,13.815511557963774,0.0,0.0,0
360incentives.com,|Software|, Software ,7650000.0,operating,CAN,Whitby,1.0,2008-01-01,2013-01-15,2013-01-15,7650000.0,0.0,0.0,0,0.0,15.850216336521664,0.6931471805599453,0.0,15.850216336521664,0.0,0.0,0
360Learning,|Corporate Training|Education|, Corporate Training ,1543920.0,operating,FRA,Paris,1.0,2010-01-01,2013-09-30,2013-09-30,0.0,0.0,0.0,0,1543920.0,14.249835842454736,0.6931471805599453,14.249835842454736,0.0,0.0,0.0,0
360pi,|Semantic Web|Artificial Intelligence|Shopping|Personalization|Sales and Marketing|Web Development|Software|, Artificial Intelligence ,4100000.0,operating,CAN,Ottawa,2.0,2007-07-01,2012-04-20,2013-08-18,4100000.0,0.0,0.0,0,0.0,15.226497775576945,1.0986122886681098,0.0,15.226497775576945,0.0,0.0,0
360SHOP,|Enterprise Software|, Enterprise Software ,1623640.0,operating,CHN,,1.0,,2013-03-01,2013-03-01,1623640.0,0.0,0.0,1,0.0,14.300181716153293,0.6931471805599453,0.0,14.300181716153293,0.0,0.0,0
365 Data Centers,|Data Centers|Internet|Services|Information Technology|, Services ,16000000.0,operating,USA,Emeryville,1.0,2012-01-01,2014-09-10,2014-09-10,16000000.0,0.0,0.0,2,0.0,16.588099342704055,0.6931471805599453,0.0,16.588099342704055,0.0,0.0,3
365looks,|Artificial Intelligence|Technology|Fashion|, Fashion ,73047.0,operating,ESP,,2.0,2011-12-12,2011-12-01,2012-07-01,0.0,0.0,0.0,0,73047.0,11.198872038296177,1.0986122886681098,11.198872038296177,0.0,0.0,0.0,0
365Scores,|iPhone|Android|Apps|Sports|Mobile|, Sports ,6700000.0,operating,ISR,Tel Aviv,2.0,2008-01-01,2013-01-28,2014-09-29,6700000.0,0.0,0.0,2,0.0,15.717618233614914,1.0986122886681098,0.0,15.717618233614914,0.0,0.0,3
36Kr,|Social Media|, Social Media ,1573976.0,operating,CHN,Beijing,2.0,1999-01-01,2011-04-01,2012-07-01,1573976.0,0.0,0.0,1,0.0,14.269116095400372,1.0986122886681098,0.0,14.269116095400372,0.0,0.0,0
37coins,|Bitcoin|, Bitcoin ,25000.0,operating,USA,Sunnyvale,1.0,2014-01-01,2014-03-15,2014-03-15,0.0,0.0,0.0,0,25000.0,10.12667110305036,0.6931471805599453,10.12667110305036,0.0,0.0,0.0,0
37mhealth,|Mobile|, Mobile ,1629549.0,operating,CHN,,1.0,2013-01-01,2014-03-01,2014-03-01,0.0,0.0,0.0,0,1629549.0,14.303814461047976,0.6931471805599453,14.303814461047976,0.0,0.0,0.0,0
382 Communications,|Mobile|, Mobile ,1600000.0,operating,USA,Quincy,1.0,2010-01-01,2012-01-13,2012-01-13,0.0,1600000.0,0.0,0,0.0,14.285514812209815,0.6931471805599453,0.0,0.0,14.285514812209815,0.0,1
39 Health,|Health and Wellness|, Health and Wellness ,3750000.0,operating,,,2.0,,2006-03-01,2007-03-01,3750000.0,0.0,0.0,0,0.0,15.137266664613225,1.0986122886681098,0.0,15.137266664613225,0.0,0.0,0
3BaysOver,|Online Travel|Networking|Travel|, Online Travel ,1719583.0,operating,CHE,Geneva,2.0,2011-08-01,2011-08-01,2014-07-10,0.0,0.0,0.0,0,1719583.0,14.35759295907156,1.0986122886681098,14.35759295907156,0.0,0.0,0.0,0
3C Plus,|Communications Hardware|Internet|Web Development|VoIP|Contact Centers|Cloud Computing|Customer Service|Software|, Web Development ,75000.0,operating,BRA,Curitiba,1.0,2013-01-10,2013-01-10,2013-01-10,0.0,0.0,0.0,0,75000.0,11.225256725762893,0.6931471805599453,11.225256725762893,0.0,0.0,0.0,0
3CI,|Biotechnology|, Biotechnology ,133620.0,operating,ITA,Bolzano,1.0,2008-01-01,2011-01-01,2011-01-01,0.0,0.0,0.0,0,133620.0,11.802762713361059,0.6931471805599453,11.802762713361059,0.0,0.0,0.0,0
3ClickEMR Corporation,|Health Care|iPad|Consumer Electronics|Electronic Health Records|Software|, Electronic Health Records ,500000.0,closed,USA,West Roxbury,2.0,2010-06-23,2010-06-23,2011-06-01,0.0,0.0,0.0,0,500000.0,13.122365377402328,1.0986122886681098,13.122365377402328,0.0,0.0,0.0,0
3CLogic,|Customer Service|Software|, Customer Service ,5740000.0,operating,USA,Rockville,2.0,2005-01-01,2013-01-14,2014-03-04,4200000.0,0.0,0.0,2,0.0,15.562969942511762,1.0986122886681098,0.0,15.250595321348806,0.0,0.0,3
3D Biomatrix,|Biotechnology|, Biotechnology ,1465000.0,operating,USA,Ann Arbor,1.0,2010-01-01,2013-02-05,2013-02-05,0.0,0.0,0.0,0,1465000.0,14.19736648302693,0.6931471805599453,14.19736648302693,0.0,0.0,0.0,0
3D Control Systems,|Enterprise Software|, Enterprise Software ,28000.0,operating,USA,San Francisco,1.0,2013-03-01,2013-11-10,2013-11-10,0.0,0.0,0.0,0,28000.0,10.239995502805316,0.6931471805599453,10.239995502805316,0.0,0.0,0.0,0
3D FUTURE VISION II,|Games|, Games ,503000.0,closed,USA,Longwood,2.0,2011-01-01,2011-06-22,2013-03-21,503000.0,0.0,0.0,0,0.0,13.12834743715147,1.0986122886681098,0.0,13.12834743715147,0.0,0.0,0
3D Hubs,|3D Printing|Local|Marketplaces|Collaborative Consumption|, 3D Printing ,4500000.0,operating,NLD,Amsterdam,2.0,2013-04-01,2013-08-27,2014-09-02,4500000.0,0.0,0.0,1,0.0,15.319588176962746,1.0986122886681098,0.0,15.319588176962746,0.0,0.0,0
3D Industri.es,|Search|Visualization|Supply Chain Management|Manufacturing|3D|Curated Web|, 3D ,1200000.0,operating,USA,Cincinnati,2.0,2011-01-01,2012-03-01,2013-03-01,0.0,0.0,0.0,0,1200000.0,13.997832948091215,1.0986122886681098,13.997832948091215,0.0,0.0,0.0,0
3D Product Imaging,|3D|Online Shopping|E-Commerce|3D Technology|Internet|, 3D Technology ,240000.0,operating,,,2.0,2013-01-01,2014-01-01,2014-05-15,0.0,35000.0,0.0,0,0.0,12.388398368982115,1.0986122886681098,0.0,0.0,10.463131911491967,0.0,1
3D Robotics,|Drones|Manufacturing|, Drones ,35000000.0,operating,USA,San Diego,3.0,2009-01-01,2012-11-05,2014-09-16,35000000.0,0.0,0.0,2,0.0,17.370858648025116,1.3862943611198906,0.0,17.370858648025116,0.0,0.0,3
3D Sports Technology,|Software|, Software ,909940.0,operating,USA,Minneapolis,3.0,2010-01-01,2011-01-21,2013-07-25,909940.0,0.0,0.0,0,0.0,13.721135041226308,1.3862943611198906,0.0,13.721135041226308,0.0,0.0,0
3D Systems,|Software|, Software ,169500000.0,operating,USA,Rock Hill,3.0,1986-01-01,2014-01-15,2014-10-13,19500000.0,0.0,0.0,0,0.0,18.948363490684486,1.3862943611198906,0.0,16.785925074816024,0.0,0.0,0
3d Vision Systems,|Hardware + Software|, Hardware + Software ,150000.0,operating,USA,Ann Arbor,1.0,2009-01-01,2012-12-03,2012-12-03,150000.0,0.0,0.0,0,0.0,11.918397239722838,0.6931471805599453,0.0,11.918397239722838,0.0,0.0,0
3DBin,|E-Commerce|, E-Commerce ,400000.0,operating,USA,Redwood City,1.0,2009-02-06,2014-10-12,2014-10-12,400000.0,0.0,0.0,0,0.0,12.899222326086994,0.6931471805599453,0.0,12.899222326086994,0.0,0.0,0
3dCart Shopping Cart Software,|E-Commerce|, E-Commerce ,1250000.0,operating,USA,Lauderhill,1.0,1997-05-01,2010-01-01,2010-01-01,0.0,0.0,0.0,0,1250000.0,14.038654909278163,0.6931471805599453,14.038654909278163,0.0,0.0,0.0,0
3DiVi Company,|Biometrics|Robotics|Kinect|3D|Computer Vision|Software|, Software ,2670000.0,operating,RUS,Miass,2.0,2011-04-01,2011-01-01,2012-10-01,0.0,0.0,0.0,0,2670000.0,14.797589404908198,1.0986122886681098,14.797589404908198,0.0,0.0,0.0,0
3DLT.com,|Retail|, Retail ,530000.0,operating,USA,Covington,1.0,,2014-08-22,2014-08-22,0.0,530000.0,0.0,0,0.0,13.180634172318978,0.6931471805599453,0.0,0.0,13.180634172318978,0.0,1
3DMGAME,|Video|Games|, Video ,732064.0,operating,,,1.0,2001-01-01,2010-05-01,2010-05-01,0.0,0.0,0.0,0,732064.0,13.503624586815365,0.6931471805599453,13.503624586815365,0.0,0.0,0.0,0
3dplusme,|3D Printing|, 3D Printing ,200000.0,operating,USA,Salt Lake City,1.0,,2014-04-06,2014-04-06,200000.0,0.0,0.0,0,0.0,12.206077645517674,0.6931471805599453,0.0,12.206077645517674,0.0,0.0,0
3DR Laboratories,|Biotechnology|, Biotechnology ,7436500.0,operating,USA,Louisville,2.0,,2009-05-29,2012-08-23,7200000.0,236500.0,0.0,0,0.0,15.821911000486642,1.0986122886681098,0.0,15.789591722875162,12.373707715234994,0.0,1
3DSoC,|3D|Mobile|, Mobile ,2065000.0,operating,IND,Bangalore,2.0,2006-06-01,2007-12-01,2010-08-01,2065000.0,0.0,0.0,2,0.0,14.540641268638653,1.0986122886681098,0.0,14.540641268638653,0.0,0.0,3
3DVista,|Curated Web|, Curated Web ,475000.0,operating,,,1.0,,2008-06-03,2008-06-03,475000.0,0.0,0.0,0,0.0,13.07107218827772,0.6931471805599453,0.0,13.07107218827772,0.0,0.0,0
3FLOZ,|Health and Wellness|Beauty|E-Commerce|Retail|Travel|, Health and Wellness ,750000.0,operating,USA,New York,1.0,2009-11-01,2013-08-16,2013-08-16,0.0,0.0,0.0,0,750000.0,13.527829818844937,0.6931471805599453,13.527829818844937,0.0,0.0,0.0,0
3G Multimedia,|Brand Marketing|iPhone|Android|Mobile|B2B|Video Streaming|Music|, Mobile ,1700000.0,operating,HUN,Budapest,2.0,2009-09-15,2011-01-01,2012-07-01,1700000.0,0.0,0.0,1,0.0,14.346139397261565,1.0986122886681098,0.0,14.346139397261565,0.0,0.0,0
3Guppies,|Music|, Music ,20000000.0,operating,USA,Seattle,1.0,2003-01-01,2006-04-05,2006-04-05,20000000.0,0.0,0.0,1,0.0,16.811242881518265,0.6931471805599453,0.0,16.811242881518265,0.0,0.0,0
3GV8 International Inc,|Mobile|, Mobile ,746185.0,operating,CHN,Beijing,2.0,2005-07-01,2006-03-01,2007-02-01,746185.0,0.0,0.0,1,0.0,13.522730177867112,1.0986122886681098,0.0,13.522730177867112,0.0,0.0,0
3i Systems,|Semiconductors|, Semiconductors ,13708150.0,closed,CHN,Guangdong,3.0,2006-11-01,2007-08-20,2010-03-01,13708150.0,0.0,0.0,2,0.0,16.433501177381387,1.3862943611198906,0.0,16.433501177381387,0.0,0.0,3
3Jam,|SMS|Messaging|, Messaging ,4000000.0,operating,USA,San Francisco,1.0,2005-01-01,2007-07-01,2007-07-01,4000000.0,0.0,0.0,1,0.0,15.201805169084134,0.6931471805599453,0.0,15.201805169084134,0.0,0.0,0
3Leaf,|Web Hosting|, Web Hosting ,65000000.0,acquired,USA,Santa Clara,3.0,2004-06-01,2005-01-01,2008-09-22,65000000.0,0.0,0.0,3,0.0,17.989897843244528,1.3862943611198906,0.0,17.989897843244528,0.0,0.0,3
3LM,|Enterprises|Android|Mobile|, Android ,1500000.0,acquired,,,1.0,2010-07-01,2010-07-01,2010-07-01,0.0,0.0,0.0,0,1500000.0,14.220976332738882,0.6931471805599453,14.220976332738882,0.0,0.0,0.0,0
3Nod,|Enterprise Software|, Enterprise Software ,5300000.0,operating,CHN,Shenzhen,1.0,,2007-01-01,2007-01-01,5300000.0,0.0,0.0,1,0.0,15.483217567201578,0.6931471805599453,0.0,15.483217567201578,0.0,0.0,0
3P Biopharmaceuticals,|Pharmaceuticals|Biotechnology|, Biotechnology ,4783500.0,operating,ESP,,2.0,,2007-06-29,2008-02-05,4783500.0,0.0,0.0,0,0.0,15.380683263152287,1.0986122886681098,0.0,15.380683263152287,0.0,0.0,0
3Pillar Global,|Software|, Software ,25920000.0,operating,USA,Fairfax,4.0,2006-08-01,2010-01-29,2013-06-06,22520000.0,3400000.0,0.0,1,0.0,17.070525468028595,1.6094379124341003,0.0,16.929914405640737,15.039286283703994,0.0,1
3Play Media,|Software|, Software ,1011601.0,operating,USA,Cambridge,3.0,2007-01-01,2010-02-08,2011-10-21,961601.0,0.0,0.0,0,50000.0,13.827045770842027,1.3862943611198906,10.819798284210286,13.776355922627806,0.0,0.0,0
3point5.com,|Curated Web|, Curated Web ,1500000.0,operating,USA,Salt Lake City,1.0,,2006-10-09,2006-10-09,1500000.0,0.0,0.0,2,0.0,14.220976332738882,0.6931471805599453,0.0,14.220976332738882,0.0,0.0,3
3POWER ENERGY GROUP,|Clean Technology|, Clean Technology ,50000000.0,operating,GBR,Plymouth,1.0,,2011-03-11,2011-03-11,0.0,0.0,50000000.0,0,0.0,17.72753358339242,0.6931471805599453,0.0,0.0,0.0,17.72753358339242,2
3rd Planet,|Travel|Tourism|Curated Web|, Curated Web ,1500000.0,operating,CHN,,2.0,2010-05-23,2011-02-10,2012-05-01,1000000.0,0.0,0.0,1,500000.0,14.220976332738882,1.0986122886681098,13.122365377402328,13.815511557963774,0.0,0.0,0
3rdKind,|Game|, Game ,1000000.0,operating,JPN,Tokyo,1.0,,2014-07-29,2014-07-29,1000000.0,0.0,0.0,0,0.0,13.815511557963774,0.6931471805599453,0.0,13.815511557963774,0.0,0.0,0
3ROAM,|Mobile|, Mobile ,1394250.0,operating,FRA,Mougins,1.0,2005-01-01,2008-11-14,2008-11-14,1394250.0,0.0,0.0,0,0.0,14.14786791148303,0.6931471805599453,0.0,14.14786791148303,0.0,0.0,0
3scale,|Payments|Software|Infrastructure|Developer APIs|Services|Enterprise Software|, Developer APIs ,5000000.0,operating,ESP,Barcelona,2.0,2007-12-01,2010-04-20,2013-04-24,0.0,0.0,4200000.0,0,800000.0,15.424948670398354,1.0986122886681098,13.592368256649284,0.0,0.0,15.250595321348806,2
3Scan,|Biotechnology|, Biotechnology ,390000.0,operating,USA,San Francisco,3.0,2011-01-01,2011-08-31,2013-07-16,0.0,0.0,0.0,0,390000.0,12.873904582205107,1.3862943611198906,12.873904582205107,0.0,0.0,0.0,0
3seventy,|Software|, Software ,2000000.0,operating,USA,Austin,1.0,2008-01-01,2011-08-19,2011-08-19,0.0,0.0,0.0,0,2000000.0,14.508658238524095,0.6931471805599453,14.508658238524095,0.0,0.0,0.0,0
3SP Group,|Manufacturing|, Manufacturing ,13780000.0,operating,FRA,,1.0,,2009-05-20,2009-05-20,13780000.0,0.0,0.0,0,0.0,16.438728896118725,0.6931471805599453,0.0,16.438728896118725,0.0,0.0,0
3sun,|Clean Technology|, Clean Technology ,15152514.0,operating,GBR,,1.0,2007-01-01,2014-03-03,2014-03-03,15152514.0,0.0,0.0,0,0.0,16.53367708274274,0.6931471805599453,0.0,16.53367708274274,0.0,0.0,0
3TEN8,|Software|, Software ,1000000.0,operating,USA,Santa Clara,1.0,2013-08-15,2014-09-01,2014-09-01,0.0,0.0,0.0,0,1000000.0,13.815511557963774,0.6931471805599453,13.815511557963774,0.0,0.0,0.0,0
3TIER,|Clean Technology|, Clean Technology ,15000000.0,acquired,USA,Seattle,3.0,1999-01-01,2007-09-05,2010-02-25,15000000.0,0.0,0.0,2,0.0,16.52356082573315,1.3862943611198906,0.0,16.52356082573315,0.0,0.0,3
3Touch,|Software|, Software ,272000.0,closed,IRL,Athlone,1.0,2003-01-01,2007-05-01,2007-05-01,272000.0,0.0,0.0,0,0.0,12.513561021741964,0.6931471805599453,0.0,12.513561021741964,0.0,0.0,0
3V Transaction Services,|Coupons|Retail Technology|Online Shopping|Payments|, Online Shopping ,25500000.0,operating,IRL,Dublin,1.0,2004-01-01,2013-03-01,2013-03-01,25500000.0,0.0,0.0,1,0.0,17.05418904934434,0.6931471805599453,0.0,17.05418904934434,0.0,0.0,0
3VR,|Security|, Security ,56567194.0,operating,USA,San Francisco,6.0,2002-01-01,2006-01-17,2013-10-04,53000000.0,3567194.0,0.0,5,0.0,17.85093978150451,1.9459101490553132,0.0,17.78580249038432,15.087290130634857,0.0,1
3X Systems,|Flash Storage|Security|, Flash Storage ,3393925.0,operating,USA,Columbus,2.0,2007-11-01,2008-02-20,2010-05-26,3393925.0,0.0,0.0,1,0.0,15.037497921356529,1.0986122886681098,0.0,15.037497921356529,0.0,0.0,0
3yy game platform,|Video|Games|, Video ,163934.0,operating,,,1.0,,2013-12-01,2013-12-01,0.0,0.0,0.0,0,163934.0,12.007225286778883,0.6931471805599453,12.007225286778883,0.0,0.0,0.0,0
4-Tell,|E-Commerce|, E-Commerce ,2234979.0,operating,USA,Stevenson,5.0,2009-04-01,2011-07-01,2013-07-26,1959979.0,250000.0,0.0,1,25000.0,14.619742837443907,1.791759469228055,10.12667110305036,14.488444827073005,12.429220196836383,0.0,1
404 Found!,|Enterprise Software|, Enterprise Software ,6246800.0,operating,,,2.0,1997-01-01,1999-07-01,2000-07-01,5733600.0,0.0,0.0,1,513200.0,15.647580050677776,1.0986122886681098,13.148422860279787,15.561854338072324,0.0,0.0,0
405Labs,|Machine Learning|Network Security|, Machine Learning ,81000.0,operating,USA,San Diego,1.0,2014-01-01,2014-10-22,2014-10-22,81000.0,0.0,0.0,0,0.0,11.302216779257382,0.6931471805599453,0.0,11.302216779257382,0.0,0.0,0
40billion.com,|Venture Capital|Peer-to-Peer|Networking|Finance|Entrepreneur|Crowdfunding|Social Media|, Entrepreneur ,1050000.0,operating,USA,Atlanta,3.0,2008-01-23,2008-04-01,2010-06-01,0.0,0.0,0.0,0,1050000.0,13.864301674514206,1.3862943611198906,13.864301674514206,0.0,0.0,0.0,0
410 Labs,|Messaging|, Messaging ,750000.0,operating,USA,Baltimore,1.0,2010-01-01,2011-07-11,2011-07-11,750000.0,0.0,0.0,1,0.0,13.527829818844937,0.6931471805599453,0.0,13.527829818844937,0.0,0.0,0
41st Parameter,|Security|, Security ,38064570.0,acquired,USA,San Jose,4.0,2004-01-01,2006-05-08,2012-04-11,38064570.0,0.0,0.0,4,0.0,17.454794512463224,1.6094379124341003,0.0,17.454794512463224,0.0,0.0,3
42,|Enterprise Software|, Enterprise Software ,800000.0,operating,USA,San Francisco,2.0,2013-01-01,2013-02-21,2014-05-16,0.0,0.0,0.0,0,800000.0,13.592368256649284,1.0986122886681098,13.592368256649284,0.0,0.0,0.0,0
422 Group,|Software|, Software ,1000000.0,operating,USA,Tucker,1.0,2004-01-01,2010-06-15,2010-06-15,1000000.0,0.0,0.0,0,0.0,13.815511557963774,0.6931471805599453,0.0,13.815511557963774,0.0,0.0,0
42Floors,|Commercial Real Estate|Real Estate|, Commercial Real Estate ,17400000.0,operating,USA,San Francisco,4.0,2011-01-01,2011-09-01,2013-01-31,17000000.0,0.0,0.0,2,400000.0,16.67198082165602,1.6094379124341003,12.899222326086994,16.648723960844016,0.0,0.0,3
42Networks,|Web Hosting|, Web Hosting ,2258720.0,acquired,SWE,Kista,1.0,,2006-02-13,2006-02-13,2258720.0,0.0,0.0,2,0.0,14.630309281846554,0.6931471805599453,0.0,14.630309281846554,0.0,0.0,3
46elks,|Mobile|, Mobile ,485610.0,operating,SWE,Stockholm,2.0,,2012-08-24,2014-10-02,0.0,0.0,0.0,0,485610.0,13.093163170859661,1.0986122886681098,13.093163170859661,0.0,0.0,0.0,0
480 Biomedical,|Biotechnology|, Biotechnology ,37956999.0,operating,USA,Watertown,3.0,2011-01-01,2012-02-14,2013-04-12,32956999.0,5000000.0,0.0,1,0.0,17.451964498024438,1.3862943611198906,0.0,17.310714239445552,15.424948670398354,0.0,1
4:33 Creative Lab,|Mobile Games|Design|Game|, Game ,100000000.0,operating,KOR,Seoul,1.0,,2014-11-13,2014-11-13,0.0,0.0,100000000.0,0,0.0,18.420680753952364,0.6931471805599453,0.0,0.0,0.0,18.420680753952364,2
4Cable TV,|Clean Technology|, Clean Technology ,20900.0,operating,USA,Conway,1.0,2005-01-01,2013-10-07,2013-10-07,0.0,0.0,0.0,0,20900.0,9.94755228369823,0.6931471805599453,9.94755228369823,0.0,0.0,0.0,0
4DK Technologies,|Mobile|, Mobile ,3378975.0,operating,USA,Herndon,1.0,2005-01-01,2011-12-12,2011-12-12,0.0,0.0,3378975.0,0,0.0,15.033083262978097,0.6931471805599453,0.0,0.0,0.0,15.033083262978097,2
4Home,|Automotive|Clean Energy|Internet|Cloud Computing|Wireless|Software|, Cloud Computing ,9416354.0,acquired,USA,Sunnyvale,6.0,2006-01-01,2006-08-01,2010-02-03,9146354.0,0.0,0.0,3,0.0,16.057958628995753,1.9459101490553132,0.0,16.028865997229282,0.0,0.0,3
4INFO,|Mobile Advertising|Mobile|Information Technology|Local|CRM|Big Data|Advertising|, Advertising ,70288000.0,operating,USA,San Mateo,8.0,2004-01-01,2005-03-01,2014-08-01,64288000.0,6000000.0,0.0,5,0.0,18.068111659424876,2.1972245773362196,0.0,17.9788835621518,15.607270193858982,0.0,1
4Less,|Marketplaces|E-Commerce|, Marketplaces ,1000000.0,operating,,,1.0,2012-03-01,2012-03-01,2012-03-01,0.0,0.0,0.0,0,1000000.0,13.815511557963774,0.6931471805599453,13.815511557963774,0.0,0.0,0.0,0
4meee,|E-Commerce|, E-Commerce ,500000.0,operating,JPN,Tokyo,1.0,,2014-08-13,2014-08-13,0.0,0.0,0.0,0,500000.0,13.122365377402328,0.6931471805599453,13.122365377402328,0.0,0.0,0.0,0
4moms,|Hardware + Software|, Hardware + Software ,60000000.0,operating,USA,Pittsburgh,4.0,2005-01-01,2005-06-17,2014-09-10,60000000.0,0.0,0.0,0,0.0,17.909855136853043,1.6094379124341003,0.0,17.909855136853043,0.0,0.0,3
4s91.com,|Mobile|, Mobile ,10000000.0,operating,,,1.0,2011-03-01,2012-02-01,2012-02-01,10000000.0,0.0,0.0,1,0.0,16.118095750958314,0.6931471805599453,0.0,16.118095750958314,0.0,0.0,0
4Soils,|Apps|Kids|Religion|Education|, Kids ,50000.0,operating,USA,Stanford,1.0,2012-01-01,2013-08-26,2013-08-26,0.0,0.0,0.0,0,50000.0,10.819798284210286,0.6931471805599453,10.819798284210286,0.0,0.0,0.0,0
4Tech,|Biotechnology|, Biotechnology ,7000000.0,operating,USA,Waltham,1.0,2011-01-01,2011-12-21,2011-12-21,0.0,0.0,7000000.0,0,0.0,15.76142084987672,0.6931471805599453,0.0,0.0,0.0,15.76142084987672,2
4th aspect,|Advertising|Software|, Advertising ,1121081.0,operating,GBR,Sunderland Bridge,4.0,2010-03-10,2011-03-10,2013-08-15,0.0,0.0,0.0,0,1121081.0,13.929804848353172,1.6094379124341003,13.929804848353172,0.0,0.0,0.0,0
4vets,|Pets|, Pets ,762500.0,operating,BRA,São Paulo,1.0,2013-08-01,2013-08-29,2013-08-29,0.0,762500.0,0.0,0,0.0,13.544359098938253,0.6931471805599453,0.0,0.0,13.544359098938253,0.0,1
5 CUPS and some sugar,|Curated Web|, Curated Web ,385980.0,operating,DEU,Berlin,1.0,2012-01-01,2013-07-23,2013-07-23,0.0,0.0,385980.0,0,0.0,12.863543424437559,0.6931471805599453,0.0,0.0,0.0,12.863543424437559,2
